Case, CSV, F-Score
C2 --> curve smoothing=1e-09, CSV=reviews2_vectors,[0.7381458054388477, 0.7294075787226473, 0.7247552447552448] 
C2 --> curve smoothing=2e-09, CSV=reviews1_vectors,[0.7529908432833203, 0.7403748930543672, 0.7368154671525459] 
C2 --> curve smoothing=2e-09, CSV=reviews2_vectors,[0.7653050910275272, 0.7625451514309531, 0.7624782550515188] 
C2 --> curve smoothing=0.1, CSV=reviews1_vectors,[0.7809228987572937, 0.7803609530583215, 0.7799388719088636] 
C2 --> curve smoothing=0.1, CSV=reviews2_vectors,[0.8187618909867711, 0.8183333333333334, 0.8182722526182411] 
C2 --> curve smoothing=0.08, CSV=reviews1_vectors,[0.7839555733975646, 0.7829836415362732, 0.7830416448781139] 
C2 --> curve smoothing=0.08, CSV=reviews2_vectors,[0.7944746336466082, 0.7945697577276525, 0.7945199758324308] 
C3 --> split type=best tree depth=None, CSV=reviews1_vectors,[0.7398921381435701, 0.7390380400315981, 0.7392583348190408] 
C3 --> split type=best tree depth=None, CSV=reviews2_vectors,[0.7552255225522553, 0.7556089743589745, 0.7549448625940838] 
C3 --> split type=best tree depth=1, CSV=reviews1_vectors,[0.7495929188760386, 0.5664694894146949, 0.4624143034037027] 
C3 --> split type=best tree depth=1, CSV=reviews2_vectors,[0.7410714285714286, 0.5601503759398496, 0.44595382948579043] 
C3 --> split type=best tree depth=2, CSV=reviews1_vectors,[0.6813186813186813, 0.5594026401173385, 0.4688215559933969] 
C3 --> split type=best tree depth=2, CSV=reviews2_vectors,[0.7387352790578596, 0.5621839399833287, 0.4587673273849543] 
C3 --> split type=best tree depth=3, CSV=reviews1_vectors,[0.7080233543648178, 0.5981952347083926, 0.534060673957047] 
C3 --> split type=best tree depth=3, CSV=reviews2_vectors,[0.7097766181208232, 0.5875483354815769, 0.5156757037128288] 
C3 --> split type=best tree depth=4, CSV=reviews1_vectors,[0.7429919137466308, 0.600256897874754, 0.5384295378682576] 
C3 --> split type=best tree depth=4, CSV=reviews2_vectors,[0.7257895923428501, 0.6225703445743722, 0.5655080213903744] 
C3 --> split type=random tree depth=None, CSV=reviews1_vectors,[0.747764043814692, 0.746552739474883, 0.7463256155497948] 
C3 --> split type=random tree depth=None, CSV=reviews2_vectors,[0.7323919359686522, 0.7319967994310099, 0.7316062780792344] 
C3 --> split type=random tree depth=1, CSV=reviews1_vectors,[0.7651302373898656, 0.5765973055889022, 0.4899613886432768] 
C3 --> split type=random tree depth=1, CSV=reviews2_vectors,[0.7258892996015553, 0.5522885621895522, 0.4482167305112638] 
C3 --> split type=random tree depth=2, CSV=reviews1_vectors,[0.6801075268817205, 0.5469005211169012, 0.4448977362342491] 
C3 --> split type=random tree depth=2, CSV=reviews2_vectors,[0.6938017519103277, 0.5808813725054447, 0.507895393732312] 
C3 --> split type=random tree depth=3, CSV=reviews1_vectors,[0.7171717171717171, 0.5921850400294778, 0.5389246272638499] 
C3 --> split type=random tree depth=3, CSV=reviews2_vectors,[0.7086489898989898, 0.5882745726495726, 0.5277777777777779] 
C3 --> split type=random tree depth=4, CSV=reviews1_vectors,[0.7439971243709562, 0.5942819680874706, 0.5191537105305337] 
C3 --> split type=random tree depth=4, CSV=reviews2_vectors,[0.7248836786150606, 0.5962571902224101, 0.5371774416856763] 
